source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,hardness_mgL,nitrate_mgL,TDS_mgL,risk_percent
community_tank,3.02,26.01,7.276,0.972,10,24.872,Autumn,11.843,2.558,3,95.41,6.174,251.64,54.877
reservoir,1.895,18.616,6.989,0.165,5,22.425,Summer,7.831,3.329,20,112.4,1.054,145.32,35.427
spring,1.496,22.954,6.96,0.865,10,16.907,Autumn,7.446,16.328,5,112.47,4.718,202.87,10.671
community_tank,4.563,27.18,8.452,0.316,1,52.705,Winter,6.045,6.43,2,121.85,7.524,335.47,24.873
piped_protected,6.801,22.187,6.533,0.04,10,100.147,Autumn,7.215,30.428,19,153.34,0.794,263.49,71.076
rooftop_rainwater,0.65,23.866,10.288,0.241,2,8.944,Winter,7.028,6.218,11,14.44,1.783,157.08,23.68
piped_protected,29.273,21.388,7.26,0.505,1,57.249,Winter,7.571,35.061,1,75.39,3.134,137.95,27.702
community_tank,14.492,22.478,8.862,0.107,8,14.118,Monsoon,6.278,2.0,1,73.53,4.889,252.78,34.399
piped_protected,13.125,23.42,4.518,0.922,8,46.803,Monsoon,7.183,0.481,37,126.92,5.467,184.51,52.574
pond,1.898,19.423,6.134,0.9,8,44.984,Monsoon,6.141,21.388,21,21.83,4.627,63.69,73.261
community_tank,9.258,28.515,8.375,0.149,10,51.821,Autumn,7.438,20.436,22,110.28,10.343,208.7,52.735
spring,7.544,20.834,7.484,0.737,10,42.824,Autumn,9.036,16.767,2,97.65,0.777,267.92,20.266
canal,40.438,24.483,7.043,0.461,1,23.747,Winter,8.786,7.661,2,43.54,24.359,410.46,23.835
spring,13.77,22.765,8.589,0.982,4,27.144,Summer,7.697,3.118,44,146.33,1.013,229.39,57.927
pond,8.575,28.231,10.181,0.055,12,123.756,Winter,7.054,3.664,48,51.88,1.595,142.93,100.0
reservoir,19.026,21.303,5.266,0.471,11,35.84,Autumn,6.444,22.608,7,160.41,5.523,281.71,31.688
canal,1.685,22.654,8.501,0.285,1,58.668,Winter,6.529,39.649,14,28.62,17.951,279.2,76.545
pond,0.153,20.989,6.336,0.726,4,24.325,Summer,5.843,42.308,14,72.57,18.582,482.69,86.588
canal,11.719,17.776,8.282,0.111,7,31.059,Monsoon,12.298,6.569,47,73.69,3.81,287.75,100.0
reservoir,1.035,26.527,6.319,0.628,10,90.494,Autumn,8.667,14.78,16,101.73,3.521,162.93,42.921
spring,1.227,25.097,7.794,0.948,7,12.919,Monsoon,8.655,5.151,4,147.79,34.043,504.98,19.878
reservoir,13.652,25.657,7.93,0.454,1,32.547,Winter,7.338,26.854,11,78.64,2.505,144.4,30.419
community_tank,3.154,27.431,5.955,0.454,10,27.201,Autumn,8.565,12.571,7,162.78,15.267,552.04,23.632
open_catchment,9.906,25.324,6.287,0.496,2,106.104,Winter,7.347,27.616,6,66.28,4.065,158.94,31.843
river,24.938,23.668,6.717,0.416,11,166.599,Autumn,6.843,19.191,7,104.7,4.198,196.07,46.176
river,3.805,25.779,4.562,0.447,6,65.733,Monsoon,7.381,3.958,24,137.91,2.829,203.71,39.699
pond,2.448,23.481,7.681,0.463,11,133.331,Autumn,7.346,0.438,5,95.16,45.987,611.05,45.729
river,1.127,28.337,9.209,0.998,6,12.05,Monsoon,5.958,57.191,11,62.3,18.945,316.43,100.0
spring,1.398,23.914,5.111,0.116,1,2.489,Winter,8.281,8.488,36,103.14,6.573,167.53,67.089
deep_borehole,0.642,24.642,7.987,0.285,4,48.699,Summer,7.403,4.495,5,155.78,5.071,338.12,7.037
pond,0.917,26.91,7.515,0.211,11,70.567,Autumn,7.76,23.379,12,68.71,15.027,179.56,34.843
canal,5.656,32.008,5.966,0.544,9,22.438,Monsoon,7.992,2.63,2,80.53,15.203,214.54,13.365
reservoir,3.869,21.933,10.061,0.003,8,18.127,Monsoon,6.763,9.902,20,118.82,0.558,86.55,55.426
reservoir,12.261,21.345,8.726,0.921,11,44.683,Autumn,6.604,7.608,18,71.39,10.379,210.07,38.885
rooftop_rainwater,20.421,24.265,8.858,0.531,4,127.974,Summer,8.011,1.895,3,13.29,0.081,61.54,27.731
piped_protected,15.361,22.755,7.061,0.896,3,44.188,Summer,8.315,15.745,2,57.59,2.342,207.45,20.063
spring,7.564,27.1,4.731,0.345,8,81.643,Monsoon,8.577,30.05,2,146.01,1.629,345.95,38.017
canal,1.081,25.592,7.257,0.15,9,76.946,Monsoon,8.205,36.982,23,91.93,7.185,282.73,82.197
deep_borehole,12.371,21.642,6.812,0.192,1,54.664,Winter,7.175,11.369,7,181.4,2.189,421.65,29.442
rooftop_rainwater,4.507,27.248,8.533,0.471,10,104.533,Autumn,8.395,0.209,14,24.58,1.705,63.98,29.652
river,0.895,30.543,6.113,0.04,8,17.604,Monsoon,6.883,6.84,7,46.94,10.678,279.89,44.816
deep_borehole,18.481,22.603,9.002,0.782,5,17.988,Summer,7.416,11.167,21,238.06,3.055,549.09,27.036
pond,4.128,25.976,6.068,0.791,3,18.423,Summer,9.016,48.333,7,44.01,5.67,206.26,72.211
reservoir,2.462,18.416,8.059,0.702,10,41.924,Autumn,6.859,8.22,21,100.0,4.332,161.16,36.397
shallow_well,20.515,23.896,5.88,0.896,11,118.928,Autumn,10.208,6.079,4,181.56,40.013,659.65,62.594
shallow_well,23.242,25.929,6.943,0.549,5,63.585,Summer,8.683,35.886,1,117.42,49.757,757.21,66.884
river,4.14,24.576,5.001,0.479,10,2.903,Autumn,8.519,8.155,4,233.55,11.249,520.47,13.029
shallow_well,4.382,25.338,7.109,0.529,4,653.681,Summer,7.749,43.776,10,173.76,4.371,327.24,100.0
shallow_well,8.666,22.666,5.488,0.182,1,51.914,Winter,5.938,5.357,20,180.75,12.437,321.02,47.207
canal,13.222,28.78,7.832,0.512,8,113.993,Monsoon,7.351,19.167,4,60.53,4.206,225.81,31.548
canal,0.652,23.768,8.045,0.542,7,52.722,Monsoon,7.073,25.961,1,60.6,5.591,148.33,22.488
piped_protected,8.998,21.312,6.983,0.765,11,9.132,Autumn,7.576,30.526,6,111.59,3.674,261.1,26.411
community_tank,30.538,24.884,6.02,0.348,4,58.442,Summer,7.3,4.934,27,110.39,2.939,262.8,35.327
river,3.039,27.769,7.608,0.092,4,10.754,Summer,7.239,57.87,6,74.13,1.27,61.82,85.351
shallow_well,23.95,26.663,8.426,0.597,5,48.349,Summer,8.917,19.007,4,169.76,9.643,249.43,25.464
piped_protected,29.991,23.447,6.745,0.788,1,55.816,Winter,7.114,2.299,12,95.93,78.504,1106.97,47.703
river,3.136,30.319,6.356,0.97,4,92.739,Summer,8.279,19.951,6,69.25,4.115,219.35,41.335
shallow_well,14.032,24.776,5.11,0.09,5,23.388,Summer,9.82,25.132,13,94.97,17.018,325.79,71.662
spring,2.728,19.863,7.327,0.746,8,3.448,Monsoon,8.732,2.815,2,139.71,1.268,255.55,12.722
reservoir,13.379,26.783,8.59,0.596,1,27.442,Winter,9.764,2.608,7,103.95,5.162,264.88,31.382
open_catchment,15.966,24.588,9.145,0.015,11,65.941,Autumn,8.384,1.964,1,37.73,18.357,362.26,40.511
spring,2.84,24.778,7.356,0.718,4,36.01,Summer,7.023,9.591,12,160.34,2.608,369.25,19.312
rooftop_rainwater,12.583,27.666,4.898,0.026,10,33.112,Autumn,6.649,17.653,15,18.57,0.804,152.1,64.269
river,16.719,24.217,6.295,0.785,10,23.685,Autumn,9.595,6.669,2,52.38,2.844,66.3,24.676
community_tank,4.441,24.129,8.756,0.721,7,74.929,Monsoon,7.215,0.839,1,147.37,2.33,178.11,3.265
rooftop_rainwater,1.836,21.239,8.233,0.688,5,152.082,Summer,7.266,6.241,6,30.17,0.106,10.0,27.917
piped_protected,0.965,23.412,5.449,0.12,1,29.363,Winter,8.464,16.947,18,113.77,7.001,295.5,50.8
piped_protected,8.566,25.735,9.965,0.919,7,75.694,Monsoon,5.594,1.44,3,102.68,5.574,198.93,28.734
shallow_well,38.212,23.236,5.376,0.899,1,89.092,Winter,11.334,11.388,9,205.65,16.764,519.1,75.929
rooftop_rainwater,17.313,19.992,6.416,0.9,2,15.814,Winter,6.832,12.962,3,33.35,2.454,101.26,17.432
reservoir,5.724,26.954,7.755,0.36,8,14.577,Monsoon,8.169,14.737,11,120.32,4.803,288.96,25.684
shallow_well,7.692,27.077,6.881,0.492,9,102.103,Monsoon,7.978,5.943,3,191.37,24.928,618.14,28.914
river,3.278,27.1,6.512,0.115,8,16.585,Monsoon,6.88,36.712,5,88.21,3.57,200.55,56.319
piped_protected,1.78,22.223,7.02,0.051,8,26.424,Monsoon,7.615,74.099,13,86.56,12.596,359.34,100.0
open_catchment,6.579,24.938,8.538,0.059,6,50.312,Monsoon,7.191,25.391,11,53.42,22.796,243.17,53.16
piped_protected,6.227,25.719,9.885,0.569,7,13.834,Monsoon,8.447,1.618,6,114.32,104.879,973.81,38.246
canal,7.38,26.784,7.455,0.321,4,29.182,Summer,8.462,4.366,5,36.01,4.861,237.76,23.872
deep_borehole,30.535,26.851,6.057,0.58,12,48.117,Winter,7.385,3.145,23,199.38,3.213,476.07,34.183
community_tank,9.261,20.762,7.158,0.593,5,5.545,Summer,8.221,0.761,2,151.5,1.969,332.06,11.445
rooftop_rainwater,9.308,30.166,9.962,0.907,2,37.31,Winter,7.577,31.717,7,5.0,0.456,14.6,32.642
shallow_well,1.37,21.375,8.218,0.882,10,8.87,Autumn,6.558,2.92,7,161.02,21.187,499.18,13.351
deep_borehole,56.518,20.107,9.009,0.719,11,21.314,Autumn,7.355,6.607,5,218.99,5.103,499.85,12.819
deep_borehole,14.821,16.199,8.246,0.819,4,28.729,Summer,7.086,6.58,20,230.29,2.662,435.94,31.477
spring,20.972,27.096,8.411,0.003,7,4.424,Monsoon,7.652,21.02,1,104.99,1.487,316.3,29.029
pond,5.349,29.347,7.07,0.016,4,23.046,Summer,8.437,8.318,19,51.17,0.084,111.79,54.33
spring,6.974,23.103,9.161,0.459,6,8.1,Monsoon,6.794,6.493,3,142.89,1.062,289.85,7.53
spring,7.383,19.696,2.753,0.654,11,8.058,Autumn,7.909,4.315,1,168.62,2.079,424.09,13.471
community_tank,2.158,27.624,7.854,0.794,11,31.937,Autumn,7.234,10.48,8,92.37,16.999,217.76,16.474
canal,11.695,21.106,7.718,0.447,12,90.237,Winter,7.618,1.7,4,53.84,0.779,216.19,18.396
piped_protected,23.328,26.857,5.698,0.94,8,70.162,Monsoon,6.311,13.441,6,73.19,2.545,156.62,27.262
spring,1.788,22.227,7.517,0.815,5,16.662,Summer,6.989,24.265,4,119.96,2.358,125.86,25.725
river,0.903,23.683,7.892,0.103,8,10.563,Monsoon,7.708,36.729,4,82.69,5.081,235.15,47.34
piped_protected,13.402,25.958,4.403,0.44,4,26.834,Summer,7.602,13.969,14,52.3,3.291,71.44,22.601
canal,3.191,25.98,7.547,0.995,11,69.777,Autumn,7.039,24.16,17,88.6,5.71,311.57,46.042
shallow_well,9.778,25.32,8.95,0.41,2,51.19,Winter,7.966,3.593,14,117.22,11.076,208.75,25.675
pond,11.899,29.411,9.524,0.386,9,12.073,Monsoon,7.373,10.107,8,77.46,8.067,153.96,19.195
piped_protected,3.885,30.143,7.943,0.294,2,21.096,Winter,8.501,4.676,10,56.13,1.001,51.45,19.772
rooftop_rainwater,16.882,30.377,6.878,0.486,7,15.238,Monsoon,8.736,117.518,37,13.89,1.134,10.0,100.0
community_tank,7.985,24.472,8.466,0.73,6,2.423,Monsoon,5.846,6.599,4,96.25,7.772,237.38,20.182
deep_borehole,20.326,25.318,5.745,0.047,2,95.33,Winter,7.48,3.535,1,188.42,4.082,221.81,25.122
reservoir,14.409,29.135,8.194,0.836,3,55.976,Summer,6.269,20.704,14,71.36,2.674,181.05,48.4
shallow_well,20.293,23.045,6.949,0.918,12,144.704,Winter,6.939,8.608,5,165.48,23.361,474.21,37.331
canal,0.204,23.711,8.788,0.781,11,125.812,Autumn,7.305,1.901,5,46.33,0.403,29.6,13.076
spring,2.791,25.063,6.305,0.916,11,38.28,Autumn,6.595,21.745,29,165.17,3.148,329.36,59.593
river,0.943,24.942,9.595,0.095,7,88.977,Monsoon,7.679,9.218,4,95.7,19.692,417.52,37.706
river,5.835,24.141,8.838,0.45,6,25.086,Monsoon,8.366,21.789,1,61.6,5.276,253.99,25.598
pond,22.069,22.195,7.569,0.071,6,44.418,Monsoon,7.189,19.476,1,65.4,20.426,327.9,42.706
canal,6.302,27.563,7.446,0.837,7,19.141,Monsoon,6.676,11.824,16,68.29,9.403,199.86,28.215
shallow_well,18.952,23.838,9.575,0.953,5,32.667,Summer,8.367,17.822,18,129.24,3.478,201.22,40.196
rooftop_rainwater,3.963,25.469,10.252,0.298,1,57.973,Winter,6.041,27.162,6,26.06,1.063,10.0,42.563
deep_borehole,4.149,24.979,6.509,0.535,5,61.315,Summer,6.135,8.339,3,262.7,13.663,679.47,22.953
spring,22.592,27.026,6.571,0.298,9,3.578,Monsoon,7.8,43.777,15,187.77,3.269,429.94,52.522
reservoir,5.548,26.369,8.983,0.379,2,75.327,Winter,8.51,2.812,2,62.3,2.602,138.21,14.929
community_tank,15.595,24.234,3.494,0.477,10,9.934,Autumn,7.487,48.865,2,82.29,9.264,266.48,53.523
open_catchment,2.7,23.755,3.2,0.791,3,19.204,Summer,7.06,3.719,1,15.52,31.671,264.38,22.723
open_catchment,29.72,24.668,5.916,0.147,2,5.876,Winter,6.678,9.901,1,55.7,1.741,160.23,21.708
spring,8.547,21.671,7.522,0.157,5,17.021,Summer,8.838,8.885,7,133.41,0.83,222.75,34.147
shallow_well,14.243,22.587,5.403,0.202,5,128.16,Summer,8.833,0.871,3,179.82,5.461,290.23,33.566
spring,0.938,26.592,5.189,0.053,12,46.645,Winter,6.362,2.967,4,117.11,2.587,205.75,25.062
canal,6.786,25.898,6.349,0.643,5,36.825,Summer,5.705,24.802,8,58.88,3.298,159.67,47.752
open_catchment,23.13,22.102,9.119,0.19,6,220.464,Monsoon,6.693,4.521,6,59.71,2.01,140.3,59.352
pond,20.959,24.641,6.486,0.438,3,16.032,Summer,6.536,0.09,4,16.84,7.991,166.82,26.397
canal,0.479,20.311,8.737,0.686,8,40.683,Monsoon,7.977,24.363,36,69.64,6.766,128.08,67.641
open_catchment,3.62,25.406,7.233,0.449,3,104.872,Summer,8.178,42.526,2,56.65,0.446,124.93,49.76
rooftop_rainwater,5.858,23.992,9.402,0.906,2,79.596,Winter,6.633,10.634,10,28.29,0.111,33.86,28.431
reservoir,1.891,31.285,6.719,0.769,9,61.37,Monsoon,7.585,12.746,25,86.11,4.987,192.69,42.107
deep_borehole,13.093,26.761,7.708,0.273,6,98.437,Monsoon,7.191,1.682,1,234.81,2.126,522.23,15.776
river,2.04,22.141,7.417,0.13,7,78.543,Monsoon,7.593,41.229,11,74.22,7.889,214.41,72.435
canal,4.256,22.099,6.878,0.894,12,61.007,Winter,8.181,3.336,19,57.49,9.324,226.35,36.391
river,10.885,26.913,8.288,0.397,1,9.884,Winter,7.15,11.155,1,51.45,3.037,253.84,12.634
river,6.58,27.638,8.122,0.383,12,34.433,Winter,7.35,46.969,13,80.27,20.694,307.05,66.162
open_catchment,13.416,30.576,7.438,0.81,3,93.252,Summer,8.234,8.31,16,51.03,4.02,154.6,46.356
canal,32.495,28.469,4.213,0.009,7,16.404,Monsoon,9.227,1.367,1,45.7,20.214,222.44,53.299
deep_borehole,1.239,26.431,5.329,0.451,8,16.382,Monsoon,6.842,3.393,1,335.54,8.972,492.79,1.653
rooftop_rainwater,12.364,29.27,5.702,0.714,11,34.279,Autumn,9.202,1.038,7,21.23,0.645,47.69,27.143
piped_protected,2.618,25.224,7.446,0.849,12,93.299,Winter,8.053,7.247,13,34.53,11.393,170.72,38.523
pond,5.352,25.09,7.032,0.885,2,14.419,Winter,6.903,12.45,6,78.8,7.572,135.38,13.723
river,0.334,21.362,5.969,0.466,5,15.842,Summer,8.492,8.345,18,45.87,2.112,117.41,35.161
deep_borehole,1.461,29.525,5.858,0.848,5,5.374,Summer,9.828,5.912,18,97.46,37.891,440.35,56.343
community_tank,3.853,25.397,8.13,0.036,9,14.698,Monsoon,5.426,2.546,2,174.71,7.096,352.4,47.674
community_tank,4.185,24.704,6.005,0.305,3,70.031,Summer,8.426,16.802,1,82.48,12.419,149.19,15.207
piped_protected,22.984,22.618,3.386,0.01,11,14.609,Autumn,6.872,46.902,4,92.01,1.434,284.4,76.502
piped_protected,13.541,28.676,7.329,0.166,11,11.46,Autumn,6.727,5.612,3,29.37,2.503,10.0,23.245
piped_protected,35.821,27.96,6.277,0.725,11,22.559,Autumn,7.381,10.303,17,52.63,1.147,124.98,22.016
reservoir,9.14,22.293,8.228,0.004,5,22.113,Summer,5.652,2.526,8,133.54,0.225,138.01,41.902
pond,2.767,26.531,5.958,0.523,12,71.262,Winter,5.406,1.084,11,83.36,16.323,393.96,42.806
pond,3.97,27.388,6.737,0.414,8,9.671,Monsoon,5.509,2.56,15,62.17,14.003,310.85,53.556
rooftop_rainwater,3.854,21.261,7.505,0.123,11,6.88,Autumn,6.417,1.354,21,17.6,1.076,65.27,55.729
river,3.953,26.924,3.792,0.686,3,97.619,Summer,6.763,13.431,9,73.23,9.17,161.08,36.374
shallow_well,11.177,26.323,6.179,0.693,6,52.234,Monsoon,7.699,14.907,10,190.35,19.329,523.69,26.626
reservoir,7.567,26.87,5.92,0.726,9,9.903,Monsoon,7.962,91.65,12,57.81,1.395,136.92,100.0
community_tank,4.868,30.96,6.359,0.765,10,100.069,Autumn,8.066,67.146,10,88.78,4.789,133.6,98.074
open_catchment,1.614,33.885,6.297,0.315,4,4.748,Summer,7.947,8.163,23,47.73,10.095,178.62,46.13
open_catchment,0.224,28.709,7.068,0.994,7,79.954,Monsoon,6.931,3.647,1,51.4,14.997,151.58,15.053
piped_protected,2.47,25.781,7.348,0.073,8,97.892,Monsoon,6.443,9.443,4,89.5,5.334,146.77,45.324
spring,1.137,26.915,8.01,0.648,6,145.155,Monsoon,7.827,31.912,1,154.57,0.61,209.74,44.394
community_tank,15.392,26.302,7.831,0.971,1,9.995,Winter,11.437,16.035,21,94.43,8.208,302.1,77.848
shallow_well,1.193,32.055,8.852,0.224,6,31.085,Monsoon,1.395,13.511,7,157.48,6.623,247.82,88.631
reservoir,12.882,25.412,8.521,0.278,12,7.59,Winter,8.706,16.656,18,94.63,2.053,112.27,36.324
shallow_well,4.872,23.757,9.153,0.576,4,131.398,Summer,7.978,2.32,9,136.53,10.518,310.07,23.781
open_catchment,0.762,26.646,8.906,0.781,11,62.292,Autumn,7.572,6.721,2,54.0,1.344,267.45,13.496
spring,16.752,31.263,6.293,0.329,3,34.901,Summer,7.848,2.991,1,168.04,2.067,311.26,6.253
shallow_well,8.666,22.094,6.608,0.837,3,14.918,Summer,7.719,41.734,1,184.65,23.846,553.29,38.399
community_tank,2.689,22.984,6.721,0.241,3,25.879,Summer,7.636,3.03,4,142.92,7.052,366.71,1.169
river,22.508,22.818,8.834,0.874,1,33.092,Winter,7.194,2.806,26,94.29,7.658,339.85,42.603
deep_borehole,0.463,21.409,6.728,0.253,10,105.915,Autumn,9.512,33.151,14,212.17,2.533,425.34,73.854
spring,2.254,22.146,8.253,0.617,10,65.232,Autumn,7.467,41.703,4,176.02,4.852,341.57,37.259
shallow_well,13.945,27.821,4.257,0.358,1,23.086,Winter,8.039,17.435,5,164.59,1.893,266.1,17.297
spring,12.357,25.659,3.952,0.322,2,14.815,Winter,7.864,90.886,9,171.97,5.449,373.09,100.0
spring,3.415,21.118,9.046,0.354,5,50.268,Summer,8.479,0.724,21,161.84,5.139,329.47,44.253
river,0.64,27.057,7.865,0.499,7,74.369,Monsoon,6.821,17.793,15,40.89,10.527,154.95,40.719
community_tank,19.525,26.036,8.904,0.845,5,92.993,Summer,8.351,2.905,22,137.25,7.841,334.7,39.164
reservoir,3.764,27.855,4.825,0.759,3,13.74,Summer,8.288,6.611,1,85.23,1.427,216.7,1.956
open_catchment,2.178,23.188,7.384,0.449,5,22.98,Summer,7.538,4.875,38,49.38,11.968,217.62,57.025
river,7.258,21.319,4.897,0.282,6,63.452,Monsoon,8.197,28.457,3,94.98,16.655,245.4,39.596
shallow_well,24.105,27.04,8.473,0.854,4,17.552,Summer,8.67,1.749,4,191.86,11.249,435.55,15.7
piped_protected,0.445,27.475,7.177,0.87,4,42.248,Summer,9.881,5.174,11,143.65,0.811,266.55,42.451
river,14.516,21.687,6.953,0.454,1,36.306,Winter,6.144,19.774,18,109.88,2.378,190.29,43.425
piped_protected,8.497,25.714,8.448,0.696,7,17.112,Monsoon,6.551,19.311,5,24.54,1.524,115.33,24.639
canal,5.542,23.151,6.998,0.369,8,126.588,Monsoon,8.593,10.91,12,58.64,1.801,247.29,51.562
open_catchment,13.629,27.913,6.948,0.149,4,31.035,Summer,7.167,23.471,26,28.77,22.965,274.86,78.181
community_tank,33.762,26.987,4.965,0.321,6,15.864,Monsoon,8.825,1.242,8,139.18,4.073,341.58,26.307
deep_borehole,2.603,28.656,9.161,0.682,6,81.705,Monsoon,8.249,0.068,9,228.52,9.531,574.07,24.784
spring,1.551,22.476,7.307,0.769,1,162.857,Winter,7.443,1.526,13,210.31,3.581,410.31,29.787
piped_protected,24.405,22.931,7.93,0.852,10,34.67,Autumn,9.161,23.875,2,138.54,5.797,375.37,32.192
deep_borehole,11.055,23.888,5.094,0.018,4,14.395,Summer,7.344,9.584,13,239.11,0.343,350.21,31.93
deep_borehole,5.762,23.41,9.223,0.486,6,8.563,Monsoon,6.438,6.79,2,269.14,8.166,534.79,8.951
piped_protected,8.516,26.105,7.377,0.274,12,29.871,Winter,7.951,3.739,33,146.51,3.273,268.06,48.239
deep_borehole,13.689,21.769,9.705,0.684,9,370.675,Monsoon,7.206,1.947,2,228.5,0.624,388.89,88.085
spring,14.829,29.564,8.624,0.245,4,53.78,Summer,9.042,12.122,7,144.04,9.904,357.09,32.19
reservoir,25.244,30.231,3.452,0.566,9,16.267,Monsoon,6.649,14.322,16,69.82,5.314,245.81,37.144
rooftop_rainwater,5.566,28.328,8.282,0.712,4,26.398,Summer,8.735,0.718,4,30.73,0.384,80.49,20.198
canal,3.473,26.5,8.487,0.77,7,14.295,Monsoon,7.696,1.059,8,5.0,6.05,49.32,20.839
piped_protected,10.207,24.631,8.054,0.269,7,42.98,Monsoon,7.314,18.256,1,111.63,1.997,322.61,16.157
spring,5.374,25.567,7.413,0.088,8,7.035,Monsoon,5.562,7.998,14,114.9,0.226,187.97,55.303
open_catchment,9.029,22.731,6.804,0.219,7,46.319,Monsoon,9.246,5.327,2,44.85,5.366,62.91,33.817
piped_protected,5.447,25.472,7.044,0.599,6,32.369,Monsoon,8.426,9.252,14,111.58,3.357,181.05,33.396
reservoir,1.66,26.006,9.191,0.04,3,154.471,Summer,9.079,3.036,2,89.85,1.774,133.38,50.67
spring,6.338,22.524,9.298,0.159,10,53.622,Autumn,6.985,0.369,2,137.16,1.358,278.61,18.157
spring,11.741,29.864,6.817,0.995,7,85.464,Monsoon,7.52,5.988,13,185.31,1.179,328.32,23.849
river,16.059,24.747,5.909,0.382,12,66.859,Winter,8.133,5.541,4,73.11,19.299,298.5,21.957
rooftop_rainwater,6.799,21.914,8.984,0.497,6,39.588,Monsoon,7.435,7.207,4,8.76,0.63,10.0,9.862
reservoir,1.806,24.384,8.466,0.011,10,57.356,Autumn,7.333,9.819,4,77.3,7.779,195.89,30.489
piped_protected,5.356,23.192,7.39,0.592,12,40.044,Winter,7.864,22.537,9,124.86,0.555,260.12,17.994
community_tank,15.432,22.479,5.626,0.325,8,10.238,Monsoon,6.732,32.963,8,143.34,2.126,205.33,36.475
spring,5.325,29.714,4.552,0.53,4,55.686,Summer,7.396,2.741,1,144.27,0.551,291.05,1.376
canal,11.925,25.03,8.204,0.526,7,26.306,Monsoon,6.731,7.095,11,78.76,3.704,229.87,17.137
river,7.077,28.089,6.235,0.967,7,166.275,Monsoon,7.462,0.333,15,94.84,5.594,203.04,43.214
spring,2.76,26.234,6.195,0.268,3,14.668,Summer,8.203,14.534,2,144.94,3.791,348.11,14.055
piped_protected,15.904,26.43,7.707,0.57,8,8.523,Monsoon,7.269,5.991,3,131.35,4.621,275.8,0.0
shallow_well,0.88,24.959,6.255,0.382,10,71.914,Autumn,7.461,7.908,16,208.15,36.876,725.33,40.544
spring,7.442,23.704,6.318,0.422,2,3.307,Winter,6.561,0.967,7,134.45,3.387,255.64,12.377
pond,2.343,28.9,5.983,0.056,3,81.556,Summer,8.985,25.935,4,75.45,10.15,261.49,58.477
shallow_well,0.694,26.963,8.064,0.688,1,83.742,Winter,5.97,18.455,4,183.42,11.88,539.15,39.337
spring,6.99,24.457,5.59,0.195,2,23.109,Winter,7.106,2.475,35,184.75,5.564,347.63,50.574
deep_borehole,6.923,27.983,4.791,0.468,11,24.745,Autumn,6.677,0.081,6,174.83,5.037,456.33,9.48
reservoir,12.272,29.53,5.574,0.434,1,11.378,Winter,7.271,1.739,13,93.23,5.496,225.79,19.761
spring,13.655,26.098,9.16,0.468,6,15.442,Monsoon,8.379,9.46,3,170.31,4.636,334.42,14.088
open_catchment,13.012,29.654,6.129,0.376,11,39.878,Autumn,8.309,23.4,7,57.05,38.1,514.59,44.428
deep_borehole,5.269,23.568,7.738,0.242,5,57.682,Summer,8.211,17.807,26,177.94,5.83,477.95,54.251
piped_protected,9.988,22.301,6.537,0.449,6,22.587,Monsoon,7.106,14.239,1,61.19,6.026,220.44,10.074
canal,8.603,23.971,6.704,0.046,3,20.606,Summer,8.575,22.454,1,31.68,30.602,325.37,53.116
shallow_well,5.474,25.124,9.061,0.242,7,39.134,Monsoon,6.096,10.037,11,188.49,25.915,532.68,35.572
community_tank,9.093,29.666,7.19,0.785,4,68.028,Summer,8.167,15.332,1,140.16,107.967,1178.55,39.231
river,29.422,23.857,9.501,0.843,1,35.008,Winter,7.524,25.214,7,65.65,3.285,104.02,21.409
canal,2.143,26.153,9.908,0.715,3,48.707,Summer,7.065,11.317,6,56.44,5.277,153.55,17.813
deep_borehole,23.62,28.303,9.376,0.633,5,26.155,Summer,6.485,13.017,3,310.25,12.044,592.57,19.855
river,0.549,26.402,6.22,0.811,7,5.317,Monsoon,6.756,13.629,9,75.76,8.69,366.54,23.243
shallow_well,3.687,23.519,7.264,0.128,9,75.513,Monsoon,8.828,37.062,10,146.98,16.835,441.51,76.615
community_tank,3.399,21.164,9.224,0.525,5,3.501,Summer,7.36,8.495,1,80.66,8.672,281.86,0.0
pond,9.845,28.657,8.194,0.116,1,12.183,Winter,6.1,1.329,11,58.14,5.321,177.8,45.85
pond,1.407,21.843,8.746,0.778,5,37.971,Summer,7.855,28.644,20,35.7,10.289,140.41,58.988
reservoir,21.4,23.864,8.875,0.521,11,16.702,Autumn,5.805,0.805,6,107.2,10.264,416.14,22.93
community_tank,17.635,25.102,8.955,0.81,1,34.202,Winter,6.608,0.661,1,130.17,11.387,281.18,6.527
river,10.557,28.79,5.528,0.799,7,123.737,Monsoon,7.904,3.041,8,62.45,3.359,167.34,32.095
piped_protected,6.133,27.993,6.923,0.466,9,6.824,Monsoon,7.698,1.068,1,115.53,2.594,248.0,0.926
river,27.024,25.445,6.038,0.497,6,39.621,Monsoon,8.669,10.328,24,104.47,6.777,316.89,53.38
reservoir,17.764,28.638,6.832,0.028,4,6.422,Summer,3.213,29.226,6,82.29,1.033,268.22,96.774
spring,6.918,29.298,7.325,0.524,6,24.4,Monsoon,8.778,3.918,1,100.31,2.409,250.99,12.794
river,12.102,23.57,7.162,0.677,1,15.804,Winter,6.85,0.72,7,40.2,5.245,141.68,22.369
